id,home_id,date,value
4806,588,1553297669438,34260
4807,588,1521761669438,26496
4808,588,1490225669438,26296
4809,588,1458689669438,24808
4810,588,1427067269438,23404
4811,588,1395531269438,22080
4812,588,1363995269438,23040
4813,588,1332459269438,23520
4814,588,1300836869438,22809
4815,588,1269300869438,22809
4816,588,1237764869438,22371
4817,588,1206228869438,21356
4818,588,1174606469438,20148
4819,588,1143074069438,19008
4820,588,1111538069438,19008
4821,588,1080002069438,18643
4822,588,1048379669438,17797
4823,588,1016843669438,16790
4824,588,985307669438,15840
4825,588,953771669439,15840
4826,589,1553297670562,29520
4827,589,1521761670562,23999
4828,589,1490225670562,22641
4829,589,1458689670562,21360
4830,589,1427067270562,22740
4831,589,1395531270562,22162
4832,589,1363995270562,20908
4833,589,1332459270562,19725
4834,589,1300836870562,19725
4835,589,1269300870562,19576
4836,589,1237764870562,18469
4837,589,1206228870562,17424
4838,589,1174606470562,16438
4839,589,1143074070562,16438
4840,589,1111538070562,16314
4841,589,1080002070562,15391
4842,589,1048379670562,14520
4843,589,1016843670562,13699
4844,589,985307670562,13699
4845,589,953771670562,13595
4846,597,1553297677710,32040
4847,597,1521761677710,20780
4848,597,1490225677710,19704
4849,597,1458689677710,19704
4850,597,1427067277710,19284
4851,597,1395531277710,18212
4852,597,1363995277710,17317
4853,597,1332459277710,16420
4854,597,1300836877710,16420
4855,597,1269300877710,16070
4856,597,1237764877710,15177
4857,597,1206228877710,14431
4858,597,1174606477710,13684
4859,597,1143074077710,13684
4860,597,1111538077710,13392
4861,597,1080002077710,12648
4862,597,1048379677710,12026
4863,597,1016843677710,11404
4864,597,985307677710,11404
4865,597,953771677710,11160
4866,598,1553297678678,1613250
4867,598,1490225678678,1549350
4868,598,1458689678678,1353600
4869,598,1427067278678,1165500
4870,598,1395531278678,1041750
4871,598,1363995278678,946800
4872,598,1332459278678,954450
4873,598,1300836878678,905850
4874,598,1269300878678,855000
4875,598,1237764878678,1075500
4876,598,1206228878678,904500
4877,598,1174606478678,900000
4878,598,1143074078678,360900
4879,598,1111538078678,346050
4880,598,1080002078678,324450
4881,598,1048379678678,263700
4882,598,1016843678678,270000
4883,598,985307678678,297900
4884,598,953771678678,278100
4885,599,1553297679599,18960
4886,599,1521761679599,12816
4887,599,1490225679599,12718
4888,599,1458689679599,11999
4889,599,1427067279599,11320
4890,599,1395531279599,10680
4891,599,1363995279599,10740
4892,599,1332459279599,10680
4893,599,1300836879599,10740
4894,599,1269300879599,10520
4895,599,1237764879599,9925
4896,599,1206228879599,9364
4897,599,1174606479599,8950
4898,599,1143074079599,8950
4899,599,1111538079599,8768
4900,599,1080002079599,8272
4901,599,1048379679599,7804
4902,599,1016843679599,7459
4903,599,985307679599,7459
